Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
2017_q3,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2017,3,,,107,566
2016_q3,,Kidney Removal,,Zone 3,Cape Breton Regional,2016,3,,,31,63
2016_q4,,Hysteroscopy,,Zone 2,Aberdeen Hospital,2016,4,24,84,19,104
2017_q3,,Hernia Repair - Incisional,,Zone 1,Valley Regional,2017,3,108,161,33,61
2017_q4,,AV Fistula Creation/Closure,,Zone 3,Northside General,2017,4,,,15,22
2016_q4,,Gastrointestinal Tract Surgery,,Zone 2,Colchester East Hants Health Centre,2016,4,24,52,33,70
2016_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2016,4,18,70,53,181
2016_q3,,Gallbladder Surgery,,Zone 4,QE2,2016,3,35,83,57,162
2017_q1,,Hernia Repair - Inguinal/Femoral,,Zone 1,South Shore Regional,2017,1,20,112,35,52
2017_q1,,Bowel Resection,,Zone 4,Dartmouth General,2017,1,21,30,40,70
2016_q4,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2016,4,29,155,15,62
2017_q1,,Hip Arthroscopy,,Zone 4,Dartmouth General,2017,1,56,90,101,182
2017_q1,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2017,1,65,118,53,95
2016_q3,,Breast Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2016,3,9,22,20,30
2016_q4,,Bladder Cancer Surgery,,Zone 4,QE2,2016,4,7,40,33,54
2018_q1,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2018,1,20,76,46,70
2017_q4,,Knee Replacement Revision,,Zone 4,QE2,2017,4,,,109,263
2016_q4,,Bowel Resection,,Zone 2,Colchester East Hants Health Centre,2016,4,22,52,28,49
2017_q3,,Hysteroscopy,,Zone 1,Yarmouth Regional,2017,3,27,62,25,68
2016_q4,,Male Reproductive System Surgery,,Zone 2,Cumberland Regional,2016,4,18,75,77,116
2016_q3,,Prostate Cancer Surgery,,Zone 4,QE2,2016,3,7,43,47,131
2017_q3,,Melanoma Excision,,Zone 4,QE2,2017,3,8,37,15,41
2016_q4,,Tubal Ligation,,Zone 2,Colchester East Hants Health Centre,2016,4,48,89,,
2016_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Northside General,2016,4,39,90,39,74
2017_q4,,Cornea and External Disease,,Total,Provincial,2017,4,102,204,19,120
2016_q3,,Dental Extractions and Restorations  (Adult),,Zone 4,QE2,2016,3,54,77,58,114
2016_q3,,Cervical Spine (Neck) Surgery,,Total,Provincial,2016,3,52,164,56,178
2017_q1,,Cataract Surgery,,Zone 2,Cumberland Regional,2017,1,40,87,31,71
2016_q3,,Thyroid or Parathyroid Surgery,,Total,Provincial,2016,3,37,253,80,234
2017_q2,,Hysteroscopy,,Total,Provincial,2017,2,42,150,33,99
2017_q4,,Bowel Resection - Open,,Zone 3,Cape Breton Regional,2017,4,,,20,113
2017_q2,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2017,2,,,39,137
2017_q4,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2017,4,20,40,38,66
2017_q3,,Hysteroscopy,,Zone 3,Northside General,2017,3,20,91,56,110
2017_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Northside General,2017,3,21,253,40,52
2017_q3,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2017,3,32,91,29,122
2017_q2,,Male Reproductive System Surgery,,Zone 3,Inverness Consolidated Memorial,2017,2,50,77,18,48
2017_q4,,Gallbladder Surgery,,Total,Provincial,2017,4,34,147,43,138
2016_q4,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2016,4,16,18,33,44
2016_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 4,QE2,2016,3,13,19,26,46
2016_q4,,Gastric Surgery - Laparoscopic,,Total,Provincial,2016,4,44,196,74,258
2017_q4,,Hysterectomy  (Cancer Suspected or Proven),,Zone 4,QE2,2017,4,14,28,41,61
2016_q3,,Hernia Repair  (Adult),,Total,Provincial,2016,3,39,131,57,144
2016_q3,,Female Incontinence Surgery,,IWK,IWK,2016,3,164,221,113,170
2017_q1,,Tendon / Ligament Repair,,IWK,IWK,2017,1,,,94,154
2017_q4,,Hernia Repair - Umbilical,,Zone 2,Colchester East Hants Health Centre,2017,4,20,42,94,163
2018_q1,,Coronary Artery Bypass Graft,,Total,Provincial,2018,1,,,12,39
2017_q4,,Varicose Veins,,Zone 4,QE2,2017,4,314,474,,
2016_q3,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2016,3,18,67,26,55
2016_q3,,Bowel Resection,,Total,Provincial,2016,3,15,49,26,83
2017_q4,,Bladder Cancer Surgery,,Zone 4,QE2,2017,4,13,125,25,90
2016_q4,,Knee Replacement,,Zone 3,Cape Breton Regional,2016,4,84,154,131,342
2017_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,Cape Breton Regional,2017,4,21,28,18,21
2016_q4,,Cataract Surgery,,Zone 1,Yarmouth Regional,2016,4,120,337,110,159
2016_q3,,Hysteroscopy,,Zone 2,Aberdeen Hospital,2016,3,22,68,25,73
2018_q1,,Cardiac Valve Replacement,,Zone 4,QE2,2018,1,,,15,34
2017_q1,,Breast Cancer Surgery,,Zone 3,Cape Breton Regional,2017,1,12,29,21,40
2017_q4,,Hysteroscopy,,Zone 1,Valley Regional,2017,4,17,62,37,68
2017_q1,,Knee Scope with ACL Repair,,Zone 4,Dartmouth General,2017,1,21,83,52,142
2018_q1,,Pacemaker Insertion,,Total,Provincial,2018,1,7,14,24,50
2017_q3,,Head and Neck Surgery,,Zone 4,QE2,2017,3,18,90,20,170
2016_q3,,Hernia Repair  (Adult),,Zone 1,Valley Regional,2016,3,26,64,41,90
2017_q4,,Varicose Veins,,Total,Provincial,2017,4,285,474,,
2017_q1,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2017,1,62,157,34,115
2016_q3,,Knee Replacement - Partial,,Zone 4,Dartmouth General,2016,3,,,58,219
2017_q1,,Hernia Repair  (Adult),,Zone 2,Cumberland Regional,2017,1,28,76,42,93
2018_q1,,Bowel Resection,,Zone 1,Yarmouth Regional,2018,1,6,14,18,23
2017_q3,,Gastrointestinal Tract Surgery,,Zone 4,Dartmouth General,2017,3,56,199,65,207
2017_q4,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2017,4,31,75,32,60
2017_q4,,Hysterectomy  (Cancer Not Suspected),,Zone 1,South Shore Regional,2017,4,,,47,90
2017_q4,,Knee Scope,,IWK,IWK,2017,4,,,87,103
2016_q4,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,QE2,2016,4,42,179,208,358
2017_q1,,Hip Replacement,,Zone 4,Dartmouth General,2017,1,330,387,513,810
2017_q3,,Knee Replacement Revision,,Zone 4,QE2,2017,3,,,54,162
2017_q2,,Hysteroscopy,,Zone 1,Yarmouth Regional,2017,2,35,152,23,58
2017_q1,,Cataract Surgery,,Zone 2,Aberdeen Hospital,2017,1,90,140,176,193
2016_q4,,Hernia Repair - Inguinal/Femoral,,IWK,IWK,2016,4,7,21,65,101
2018_q1,,Tendon / Ligament Repair,,IWK,IWK,2018,1,,,36,111
2017_q2,,Cystoscopy,,Zone 3,Northside General,2017,2,24,165,40,142
2017_q3,,Bowel Resection,,Total,Provincial,2017,3,15,73,27,68
2017_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 1,South Shore Regional,2017,1,26,56,79,232
2017_q1,,Cystoscopy,,Zone 1,Valley Regional,2017,1,93,184,39,197
2017_q4,,Foot - Bunionectomy,,Total,Provincial,2017,4,133,272,147,294
2016_q3,,Hernia Repair - Laparoscopic Umbilical,,Total,Provincial,2016,3,52,217,62,96
2016_q4,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2016,4,,,33,56
2017_q4,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2017,4,21,41,29,62
2017_q4,,Hernia Repair - Umbilical,,Zone 4,QE2,2017,4,76,173,58,141
2016_q4,,Kidney Stone Surgery,,Zone 1,Valley Regional,2016,4,32,36,30,76
2017_q2,,Hysteroscopy,,Zone 3,Northside General,2017,2,32,96,36,115
2017_q1,,Back Surgery  (Pediatric),,Total,Provincial,2017,1,,,195,276
2016_q3,,Bowel Resection,,Zone 2,Colchester East Hants Health Centre,2016,3,7,64,36,86
2016_q3,,Male Reproductive System Surgery,,Zone 2,Cumberland Regional,2016,3,22,65,46,97
2017_q2,,Gastrointestinal Tract Surgery,,Zone 1,South Shore Regional,2017,2,24,76,26,86
2017_q4,,Colorectal Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2017,4,15,23,37,64
2016_q4,,Male Reproductive System Surgery,,Zone 2,Colchester East Hants Health Centre,2016,4,15,47,40,100
2017_q1,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 1,Valley Regional,2017,1,20,72,,
2017_q4,,Melanoma Excision,,Zone 4,QE2,2017,4,10,43,18,44
2017_q2,,Cystoscopy,,Zone 3,Inverness Consolidated Memorial,2017,2,62,96,18,38
2016_q4,,Brain Surgery  (Pediatric),,Total,Provincial,2016,4,,,14,57
2018_q1,,Orthopaedic Trauma,,IWK,IWK,2018,1,,,12,137
2017_q3,,Hysteroscopy,,Total,Provincial,2017,3,37,146,47,108
2016_q4,,Prostate Surgery,,Zone 3,Northside General,2016,4,18,63,28,76
2017_q2,,Breast Cancer Surgery,,Zone 1,South Shore Regional,2017,2,22,60,19,27
2017_q3,,Knee Replacement,,Zone 3,Cape Breton Regional,2017,3,134,176,157,387
2017_q1,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2017,1,40,215,66,379
2016_q3,,Hip Replacement,,Zone 2,Aberdeen Hospital,2016,3,97,504,220,499
2017_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Marthas Regional,2017,1,,,51,114
2016_q4,,Cataract Surgery,,Zone 1,Soldiers Memorial,2016,4,112,167,81,204
2017_q1,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2017,1,35,57,23,42
2017_q4,,Hysteroscopy,,Zone 4,Dartmouth General,2017,4,47,122,54,122
2016_q4,,Hysteroscopy,,Zone 1,Valley Regional,2016,4,59,195,29,90
2017_q4,,Dental Extractions and Restorations  (Adult),,Zone 3,New Waterford,2017,4,,,10,177
2016_q3,,Bowel Resection - Open,,Zone 1,South Shore Regional,2016,3,,,16,41
2017_q1,,Gastric Surgery,,IWK,IWK,2017,1,,,23,49
2017_q4,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2017,4,,,35,119
2017_q2,,Spinal Cord Stimulation Surgery,,Total,Provincial,2017,2,,,78,348
2016_q4,,Tubal Ligation,,Zone 1,Valley Regional,2016,4,73,291,72,168
2017_q2,,Endarterectomy,,Zone 4,QE2,2017,2,42,70,27,137
2017_q2,,Knee Replacement Revision,,Zone 4,QE2,2017,2,,,144,260
2017_q2,,Liver Surgery,,Zone 4,QE2,2017,2,12,32,24,94
2017_q1,,Hip Arthroscopy,,Total,Provincial,2017,1,82,336,182,597
2017_q1,,Hysteroscopy,,Zone 1,Yarmouth Regional,2017,1,34,72,26,56
2017_q2,,Bowel Resection - Laparoscopic,,Zone 3,Cape Breton Regional,2017,2,29,70,21,44
2017_q2,,Internal Defib Insertion / Loop Recorder,,Zone 4,QE2,2017,2,,,23,49
2017_q2,,Breast Cancer Surgery,,Zone 3,St. Marthas Regional,2017,2,6,71,22,33
2016_q3,,Carpal Tunnel Surgery,,Total,Provincial,2016,3,46,170,57,227
2017_q2,,Endometrial Ablation,,Zone 1,South Shore Regional,2017,2,,,33,77
2018_q1,,Carotid Endarterectomy,,Total,Provincial,2018,1,6,42,14,30
2016_q4,,Shoulder Arthroscopy,,Zone 4,QE2,2016,4,55,230,185,547
2016_q4,,Head and Neck Surgery,,Zone 4,QE2,2016,4,20,81,22,114
2017_q2,,Functional Endoscopic Sinus Surgery (FESS),,Zone 3,St. Marthas Regional,2017,2,86,128,43,117
2017_q2,,Ear Tubes  (Pediatric),,Zone 1,Valley Regional,2017,2,35,72,42,71
2017_q4,,Septoplasty,,Zone 4,Dartmouth General,2017,4,73,211,79,203
2017_q1,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Total,Provincial,2017,1,78,119,129,229
2016_q3,,Gallbladder Surgery,,Zone 1,Yarmouth Regional,2016,3,12,30,59,103
2018_q1,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2018,1,,,42,90
2017_q3,,Hernia Repair - Umbilical,,Zone 4,QE2,2017,3,98,181,51,204
2017_q1,,Hysteroscopy,,Zone 3,Northside General,2017,1,44,132,34,94
2017_q1,,Amputations,,Zone 4,QE2,2017,1,,,17,76
2017_q4,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2017,4,35,125,87,232
2016_q4,,Hernia Repair  (Adult),,Zone 2,Colchester East Hants Health Centre,2016,4,31,64,63,149
2017_q3,,Kidney Stone Surgery,,Zone 1,Valley Regional,2017,3,30,123,26,103
2017_q2,,Gallbladder Surgery,,Total,Provincial,2017,2,35,148,36,118
2017_q1,,Glaucoma (Eye Pressure Lowering Surgery),,Zone 4,QE2,2017,1,35,71,15,62
2017_q3,,Brain Surgery  (Pediatric),,Total,Provincial,2017,3,,,36,93
2017_q1,,Hernia Repair - Ventral,,Total,Provincial,2017,1,29,127,74,181
2017_q1,,Hernia Repair - Incisional,,Zone 4,QE2,2017,1,127,164,167,853
2017_q1,,Temperomandibular Joint Surgery (TMJ),,Zone 4,QE2,2017,1,120,170,111,234
2017_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Colchester East Hants Health Centre,2017,2,25,125,53,130
2017_q1,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2017,1,922,2490,35,55
2017_q2,,Tendon / Ligament Repair,,IWK,IWK,2017,2,,,36,154
2017_q4,,Knee Replacement,,Zone 2,Aberdeen Hospital,2017,4,121,617,201,415
2016_q3,,Gallbladder Surgery,,Zone 3,Northside General,2016,3,57,296,24,48
2017_q1,,AV Fistula Creation/Closure,,Zone 4,QE2,2017,1,21,41,47,68
2018_q1,,Hip Arthroscopy,,Total,Provincial,2018,1,96,334,199,506
2016_q4,,Bowel Resection,,Total,Provincial,2016,4,18,98,26,92
2017_q2,,Hernia Repair  (Pediatric),,IWK,IWK,2017,2,27,59,64,181
2017_q1,,Dental Extractions and Restorations  (Pediatric),,Zone 3,New Waterford,2017,1,,,101,293
2016_q3,,Hernia Repair - Inguinal/Femoral,,Total,Provincial,2016,3,35,129,55,125
2016_q4,,Knee Scope with ACL Repair,,Zone 4,QE2,2016,4,51,244,165,337
2017_q1,,Foot - Osteotomy,,Total,Provincial,2017,1,,,97,167
2017_q2,,Amputations,,Zone 4,QE2,2017,2,,,20,34
2017_q3,,Hysteroscopy,,Zone 4,Dartmouth General,2017,3,57,94,41,112
2017_q2,,Male Reproductive System Surgery,,IWK,IWK,2017,2,33,55,72,196
2017_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2017,3,94,188,159,222
2018_q1,,Surgery for Hearing or Balance Problems of the Ear,,IWK,IWK,2018,1,38,141,39,93
2017_q1,,Breast Reconstruction,,Zone 4,QE2,2017,1,30,307,60,440
2016_q3,,Tubal Ligation,,Zone 1,Valley Regional,2016,3,57,329,56,63
2017_q4,,Septoplasty,,Zone 2,Cumberland Regional,2017,4,277,293,43,215
2016_q4,,Coronary Artery Bypass Graft,,Zone 4,QE2,2016,4,,,9,44
2017_q1,,Knee Replacement Revision,,Zone 4,QE2,2017,1,,,76,120
2017_q2,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2017,2,12,29,30,75
2017_q3,,Hernia Repair  (Adult),,Zone 3,Cape Breton Regional,2017,3,41,153,33,131
2016_q3,,Breast Cancer Surgery,,Zone 1,Valley Regional,2016,3,8,40,21,36
2017_q2,,Kidney / Upper Urinary Tract,,Total,Provincial,2017,2,31,83,41,116
2016_q3,,Breast Reduction Surgery,,Total,Provincial,2016,3,105,286,111,239
2016_q4,,Gastric Surgery,,IWK,IWK,2016,4,,,30,72
2017_q1,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2017,1,54,356,49,108
2016_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2016,3,45,80,58,104
2016_q4,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2016,4,36,52,113,171
2016_q3,,Shoulder Arthroscopy,,Zone 2,Aberdeen Hospital,2016,3,69,121,82,175
2017_q3,,Laryngology and Vocal Cord Surgery,,Zone 4,QE2,2017,3,84,334,196,421
2016_q4,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2016,4,26,55,34,57
2016_q4,,Tonsillectomy and/or Adenoidectomy  (Adult),,Zone 3,Cape Breton Regional,2016,4,,,36,74
2017_q4,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2017,4,,,33,57
2017_q3,,Septoplasty,,Zone 4,Dartmouth General,2017,3,69,205,100,371
2017_q1,,Aneurysm Repair,,Total,Provincial,2017,1,27,70,47,147
2016_q4,,Hip Replacement Revision,,Total,Provincial,2016,4,78,176,43,111
2017_q1,,Septoplasty,,Zone 1,Valley Regional,2017,1,,,77,231
2017_q4,,Dental Extractions and Restorations  (Pediatric),,Zone 3,Inverness Consolidated Memorial,2017,4,,,74,144
2018_q1,,Foot - Osteotomy,,Total,Provincial,2018,1,,,240,277
2018_q1,,Male Reproductive System Surgery,,Zone 3,Northside General,2018,1,90,371,64,84
2016_q4,,Oculo Plastic Surgery,,Total,Provincial,2016,4,88,198,49,186
2017_q1,,Gallbladder Surgery,,Total,Provincial,2017,1,31,132,44,111
2017_q2,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2017,2,14,47,24,42
12month_rolling,General Surgery,Bowel Resection - Open,"Archibald, Alison",,,,,7,10,59,374
2016_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Northside General,2016,3,24,44,47,124
2017_q4,,Male Reproductive System Surgery,,Total,Provincial,2017,4,48,204,75,225
2016_q4,,Hernia Repair - Inguinal/Femoral,,Zone 1,Yarmouth Regional,2016,4,23,43,42,121
2017_q1,,Tubal Ligation,,Zone 2,Colchester East Hants Health Centre,2017,1,33,41,,
2017_q3,,Kidney Removal,,Zone 3,Cape Breton Regional,2017,3,,,22,40
2016_q3,,Orthopaedic Trauma,,Zone 4,QE2,2016,3,,,55,315
2017_q4,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 3,St. Marthas Regional,2017,4,11,41,150,223
2017_q1,,Hemorrhoidectomy,,Zone 4,Dartmouth General,2017,1,,,62,241
2017_q4,,Amputations,,Zone 4,QE2,2017,4,,,9,69
2018_q1,,Bowel Resection,,Zone 4,Dartmouth General,2018,1,24,72,35,67
2017_q2,,Cystoscopy,,Zone 4,Dartmouth General,2017,2,36,137,66,391
2017_q4,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2017,4,13,33,18,22
2016_q4,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2016,4,30,190,71,229
2016_q4,,Aneurysm Repair,,Zone 4,QE2,2016,4,16,53,55,148
2016_q4,,Colorectal Cancer Surgery,,Zone 4,QE2,2016,4,18,82,27,59
2016_q3,,Knee Scope with ACL Repair,,Zone 4,QE2,2016,3,59,285,150,233
2017_q3,,Glaucoma (Eye Pressure Lowering Surgery),,Total,Provincial,2017,3,56,285,22,69
2016_q4,,Hernia Repair  (Pediatric),,Total,Provincial,2016,4,21,37,65,133
2016_q4,,Hernia Repair  (Adult),,Zone 2,Aberdeen Hospital,2016,4,33,68,74,149
2017_q2,,Hip Replacement,,Zone 4,QE2,2017,2,89,359,176,939
2017_q2,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 1,Valley Regional,2017,2,13,67,,
2018_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 1,Yarmouth Regional,2018,1,39,63,42,72
2017_q2,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Northside General,2017,2,51,81,34,127
2016_q4,,Cystoscopy,,Zone 4,QE2,2016,4,13,79,44,136
2016_q3,,Septoplasty,,Zone 2,Cumberland Regional,2016,3,35,62,80,118
2017_q4,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2017,4,18,146,52,131
2016_q3,,Hernia Repair  (Adult),,Zone 1,Yarmouth Regional,2016,3,31,74,69,143
2017_q3,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2017,3,56,179,38,121
2018_q1,,Aneurysm Repair,,Total,Provincial,2018,1,13,52,46,97
2018_q1,,Bladder Cancer Surgery,,Zone 1,Valley Regional,2018,1,32,156,26,70
2017_q4,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2017,4,30,112,19,41
2016_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 1,South Shore Regional,2016,3,,,40,127
2017_q1,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2017,1,,,53,135
2017_q1,,Lymph Node Biopsy,,Zone 4,QE2,2017,1,14,39,37,72
2016_q4,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,Cape Breton Regional,2016,4,8,35,19,28
2016_q4,,Knee Scope,,Zone 4,Hants Community Hospital,2016,4,49,240,53,97
2016_q3,,Tendon / Ligament Repair,,IWK,IWK,2016,3,,,86,204
2017_q1,,Septoplasty,,Zone 3,St. Marthas Regional,2017,1,69,175,59,83
2017_q2,,Bowel Resection - Laparoscopic,,Zone 1,Valley Regional,2017,2,15,67,,
2017_q3,,Dental Extractions and Restorations  (Adult),,Zone 1,Valley Regional,2017,3,47,155,86,126
2017_q3,,Gastrointestinal Tract Surgery - Laparoscopic,,Zone 3,St. Marthas Regional,2017,3,3,20,28,135
2017_q2,,ERCP,,Total,Provincial,2017,2,,,2,8
2017_q2,,Septoplasty,,Zone 4,Dartmouth General,2017,2,60,197,252,409
2016_q3,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2016,3,,,13,114
2017_q3,,Video-Assisted Thoracic Surgery,,Zone 4,QE2,2017,3,21,56,41,77
2016_q4,,Nerve Surgery,,Zone 3,Northside General,2016,4,,,8,24
2016_q3,,Kidney Stone Surgery,,Zone 1,Valley Regional,2016,3,30,77,35,96
2018_q1,,Sacral Nerve Stimulation,,Zone 4,QE2,2018,1,98,1177,126,184
2017_q2,,Cornea and External Disease,,Total,Provincial,2017,2,127,237,79,133
2017_q1,,Hernia Repair - Umbilical,,Zone 4,QE2,2017,1,118,130,85,173
2017_q3,,Dental Extractions and Restorations  (Adult),,Zone 3,New Waterford,2017,3,,,135,233
2016_q3,,Brain Surgery  (Pediatric),,Total,Provincial,2016,3,,,7,37
2017_q3,,Bowel Resection - Laparoscopic,,Zone 3,St. Marthas Regional,2017,3,3,20,32,135
2016_q4,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2016,4,27,197,62,76
2017_q4,,Insertion Vascular Access Catheter,,IWK,IWK,2017,4,,,23,50
2017_q4,,Ear Tubes  (Pediatric),,IWK,IWK,2017,4,41,118,30,94
2017_q4,,Knee Scope,,Zone 4,Dartmouth General,2017,4,63,458,65,170
2017_q4,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2017,4,88,1829,31,41
2016_q3,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2016,3,,,71,138
2017_q4,,Hernia Repair  (Adult),,Zone 3,St. Marthas Regional,2017,4,11,56,132,223
2016_q3,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2016,3,41,59,105,152
12month_rolling,Ophthalmology,Vitreoretinal Diseases,"Samad, Arif",,,,,,,7,36
2017_q1,,Shoulder Arthroscopy,,Zone 1,South Shore Regional,2017,1,56,113,83,257
2016_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Marthas Regional,2016,3,118,187,,
2017_q2,,Carpal Tunnel Surgery,,Total,Provincial,2017,2,44,243,47,243
2017_q3,,Tendon / Ligament Repair,,IWK,IWK,2017,3,,,43,129
2016_q3,,Tear Duct Surgery,,Zone 4,QE2,2016,3,154,288,,
2017_q1,,Kidney Removal,,Total,Provincial,2017,1,7,22,47,110
2016_q3,,Colorectal Cancer Surgery,,Zone 4,QE2,2016,3,12,43,27,47
2016_q3,,Kidney Removal,,Total,Provincial,2016,3,7,37,53,116
2017_q3,,Hernia Repair  (Pediatric),,Total,Provincial,2017,3,19,34,48,106
2017_q2,,Foot - Osteotomy,,Total,Provincial,2017,2,,,141,827
2016_q4,,Bladder Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2016,4,22,62,40,57
2017_q1,,Bowel Resection - Open,,Zone 1,South Shore Regional,2017,1,43,91,23,36
2016_q4,,Bowel Resection - Open,,Zone 2,Colchester East Hants Health Centre,2016,4,22,52,28,49
2016_q4,,Orthopaedic Trauma,,Zone 4,QE2,2016,4,21,56,44,170
2016_q4,,Lung Surgery,,Zone 4,QE2,2016,4,22,55,30,56
2016_q3,,Hernia Repair  (Adult),,Zone 2,Colchester East Hants Health Centre,2016,3,49,106,45,117
2017_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 3,St. Marthas Regional,2017,2,,,123,137
2017_q1,,Hysterectomy  (Cancer Not Suspected),,Zone 3,Cape Breton Regional,2017,1,27,109,68,155
2017_q4,,Hernia Repair - Inguinal/Femoral,,IWK,IWK,2017,4,26,35,71,80
2016_q3,,Salivary Gland Surgery,,Total,Provincial,2016,3,78,163,57,235
2016_q3,,Gallbladder Surgery,,Zone 4,Dartmouth General,2016,3,83,142,72,253
2016_q3,,Gastrointestinal Tract Surgery,,Zone 4,QE2,2016,3,26,83,49,133
2017_q4,,Internal Defib Insertion / Loop Recorder,,Zone 4,QE2,2017,4,,,14,56
2016_q3,,Knee Scope,,Zone 2,Aberdeen Hospital,2016,3,54,262,84,188
2017_q1,,ERCP,,Zone 3,Cape Breton Regional,2017,1,,,3,16
2017_q2,,Dental Extractions and Restorations  (Pediatric),,Zone 3,New Waterford,2017,2,,,89,380
2016_q3,,ERCP,,Zone 3,Cape Breton Regional,2016,3,,,6,20
2016_q3,,Angioplasty,,Zone 4,QE2,2016,3,22,42,24,60
2017_q2,,Spinal Cord Stimulation Surgery,,Zone 4,QE2,2017,2,,,78,348
2017_q4,,Tear Duct Surgery,,Total,Provincial,2017,4,70,650,,
2016_q4,,Kidney Removal,,Zone 1,Valley Regional,2016,4,,,53,77
2017_q3,,Coronary Artery Bypass Graft,,Zone 4,QE2,2017,3,,,9,41
2017_q2,,Kidney Stone Surgery,,Zone 1,Valley Regional,2017,2,20,56,29,164
2017_q2,,Breast Cancer Surgery,,Zone 2,Aberdeen Hospital,2017,2,5,14,18,35
2016_q3,,Shoulder Arthroscopy,,Zone 4,Hants Community Hospital,2016,3,44,174,74,280
2017_q2,,Back Surgery  (Pediatric),,IWK,IWK,2017,2,,,273,521
2017_q2,,Lymph Node Biopsy,,Zone 4,QE2,2017,2,13,15,29,88
2017_q2,,Aneurysm Repair,,Total,Provincial,2017,2,14,31,41,139
