Period,Specialty,Procedure,Provider,Zone,Facility,Year,Quarter,Consult_Median,Consult_90th,Surgery_Median,Surgery_90th
12month_rolling,,Ankle - Osteotomy,,Zone 4,QE2,2017,3,58,130,,
3month_rolling,Thoracic Surgery,,,,,2017,3,,,34,71
2016_q2,,Kidney Stone Surgery,,Zone 2,Colchester East Hants Health Centre,2016,2,30,101,41,56
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Inguinal Femoral,"Butler, Clay K",,,,,23,91,52,91
2015_q2,,Tubal Ligation,,Zone 1,South Shore Regional,2015,2,,,52,93
3month_rolling,,Tubal Ligation,,Zone 2,Colchester East Hants Health Centre,2017,3,71,101,,
2017_q2,,Hernia Repair  (Adult),,Zone 3,Glace Bay,2017,2,33,86,38,119
2015_q3,,Vitreoretinal Diseases,,Total,Provincial,2015,3,29,102,42,194
12month_rolling,General Surgery,Pilonidal Cyst Surgery,"Hoogerboord, C Marius",,,,,92,149,26,40
2016_q4,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2016,4,27,67,17,152
2015_q3,,Hysteroscopy,,Zone 1,Valley Regional,2015,3,40,124,48,59
3month_rolling,,Vascular Bypass Surgery,,Zone 1,Valley Regional,2017,3,,,44,91
12month_rolling,Neurosurgery,All,"Weeks, Adrienne",,,,,29,137,32,118
2015_q4,,Hernia Repair - Incisional,,Total,Provincial,2015,4,47,163,77,380
2017_q1,,Gallbladder Surgery,,Zone 2,Cumberland Regional,2017,1,22,42,37,83
12month_rolling,Urology,Cystoscopy,"Butler, Trevor",,,,,4,31,34,118
12month_rolling,,Pacemaker Insertion,,Zone 3,Northside General,2017,3,,,27,36
2015_q2,,Cystoscopy,,Zone 2,Colchester East Hants Health Centre,2015,2,39,90,55,101
12month_rolling,Urology,Kidney Stone Surgery,"McCarthy, John Paul",,,,,1096,1096,29,76
2015_q3,,Hernia Repair - Incisional,,Zone 3,Cape Breton Regional,2015,3,,,87,380
2016_q2,,Knee Scope,,Zone 3,Cape Breton Regional,2016,2,43,141,30,98
2016_q3,,Surgery for Hearing or Balance Problems of the Ear,,Zone 1,Valley Regional,2016,3,55,177,62,125
12month_rolling,,Head and Neck Surgery,,Zone 2,Cumberland Regional,2017,3,22,46,51,147
2016_q1,,Hysteroscopy,,Zone 3,St. Marthas Regional,2016,1,49,97,43,104
2016_q2,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2016,2,40,70,51,159
2017_q1,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2017,1,11,72,32,69
2017_q2,,Ear Tubes  (Pediatric),,IWK,IWK,2017,2,43,120,43,96
2015_q3,,Colorectal Cancer Surgery,,Zone 4,QE2,2015,3,19,84,23,41
12month_rolling,General Surgery,Nissen Fundoplication - Laparoscopic,"Ellsmere, James C",,,,,78,140,27,153
2017_q2,,Breast Cancer Surgery,,Zone 1,Yarmouth Regional,2017,2,2,3,21,28
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Wasilewski, Leszek J",,,,,313,397,69,171
2015_q2,,Knee Scope with ACL Repair,,Zone 4,QE2,2015,2,74,276,162,287
2017_q2,,Bowel Resection - Laparoscopic,,Zone 3,St. Marthas Regional,2017,2,11,56,,
2016_q4,,Ear Tubes  (Pediatric),,IWK,IWK,2016,4,53,173,40,124
2016_q1,,Hysteroscopy,,Zone 4,Dartmouth General,2016,1,36,56,39,90
2016_q4,,Tendon / Ligament Repair,,Zone 3,New Waterford,2016,4,31,181,9,27
2017_q2,,Hernia Repair - Laparoscopic Ventral,,Total,Provincial,2017,2,,,65,128
12month_rolling,Otolaryngology (ENT),Ear Tubes  (Pediatric),"Corsten, P Gerard",,,,,43,108,54,124
2016_q4,,Foot - Arthrodesis,,Total,Provincial,2016,4,232,574,128,414
2016_q4,,Nissen Fundoplication - Laparoscopic,,Total,Provincial,2016,4,54,196,79,258
2016_q2,,Hernia Repair - Inguinal/Femoral,,Zone 2,Aberdeen Hospital,2016,2,22,221,58,149
2016_q2,,Gastrointestinal Tract Surgery,,Total,Provincial,2016,2,27,121,38,128
2016_q4,,Colorectal Cancer Surgery,,Total,Provincial,2016,4,18,112,23,46
2016_q2,,Knee Replacement,,Zone 4,Dartmouth General,2016,2,169,225,487,818
2016_q1,,Coronary Artery Bypass Graft,,Total,Provincial,2016,1,,,23,87
2015_q2,,Hysterectomy  (Cancer Suspected or Proven),,Zone 4,QE2,2015,2,14,21,25,38
2017_q1,,Colorectal Cancer Surgery,,Zone 2,Colchester East Hants Health Centre,2017,1,,,32,74
2015_q3,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2015,3,41,68,90,124
2016_q2,,Cardiovascular Surgery,,Zone 4,QE2,2016,2,,,23,77
2016_q3,,Endometrial Ablation,,Zone 1,South Shore Regional,2016,3,38,49,31,63
2016_q4,,Colorectal Cancer Surgery,,Zone 3,Cape Breton Regional,2016,4,9,48,21,29
2016_q2,,AV Fistula Creation/Closure,,Total,Provincial,2016,2,21,59,27,80
2017_q2,,Maxillofacial Deformity Surgery,,Zone 4,Dartmouth General,2017,2,,,100,638
12month_rolling,Urology,Cystoscopy,"Bell, David G",,,,,34,98,25,56
12month_rolling,Dental,All,"Briand, Beth",,,,,37,105,29,57
2015_q3,,Carpal Tunnel Surgery,,Zone 4,Dartmouth General,2015,3,71,268,33,131
12month_rolling,Orthopaedic,Knee Replacement,"Reardon, Gerald P",,,,,87,221,478,909
2017_q2,,Bone / Cartilage Graft,,Zone 1,South Shore Regional,2017,2,10,32,53,106
12month_rolling,Cardiac Surgery,Pacemaker Insertion,"Herman, Christine",,,,,,,31,46
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Walsh, Mark J",,,,,32,41,57,86
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Pugh, Cheryl",,,,,13,20,20,36
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Rudd, Michael W",,,,,82,164,90,175
2016_q2,,Septoplasty,,Total,Provincial,2016,2,77,309,88,275
2017_q1,,Bladder Cancer Surgery,,Zone 4,QE2,2017,1,14,134,32,68
2016_q1,,Kidney Removal,,Total,Provincial,2016,1,8,53,55,109
12month_rolling,Orthopaedic,Knee Replacement,"Hewins, Edward",,,,,189,224,416,607
2015_q2,,Bowel Resection,,Zone 1,Valley Regional,2015,2,17,70,41,64
12month_rolling,,Tendon / Ligament Repair,,Zone 4,Hants Community Hospital,2017,3,27,88,,
2017_q2,,Pilonidal Cyst Surgery,,Total,Provincial,2017,2,78,146,65,181
2015_q4,,Video-Assisted Thoracic Surgery,,Total,Provincial,2015,4,26,56,49,98
2015_q3,,Gallbladder Surgery,,Zone 1,South Shore Regional,2015,3,13,28,23,37
2017_q1,,Pancreas Surgery,,Zone 4,QE2,2017,1,14,27,50,240
2017_q1,,Hernia Repair  (Adult),,Zone 4,Hants Community Hospital,2017,1,77,134,75,189
2015_q3,,Kidney Removal,,Total,Provincial,2015,3,11,29,51,97
2016_q4,,Back Surgery  (Pediatric),,Total,Provincial,2016,4,,,182,363
2015_q3,,Gastrointestinal Tract Surgery,,Zone 1,Yarmouth Regional,2015,3,,,98,153
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Enright, Jonathan Boyde",,,,,14,44,29,55
12month_rolling,Orthopaedic,Shoulder Arthroscopy,"El-Tahan, Tahmir H.",,,,,70,239,86,180
2015_q4,,Whipple Procedures,,Total,Provincial,2015,4,,,12,17
2015_q4,,Hemorrhoidectomy,,Total,Provincial,2015,4,107,196,135,481
2016_q2,,Thyroid or Parathyroid Surgery,,Zone 4,QE2,2016,2,82,210,62,392
12month_rolling,,Hand / Upper Extremity,,IWK,IWK,2017,3,56,183,88,287
2016_q3,,Esophagectomy / Esophageal Surgery,,Total,Provincial,2016,3,30,44,69,118
12month_rolling,General Surgery,Hernia Repair - Inguinal/Femoral,"Wasserman, Lukas",,,,,13,281,160,217
12month_rolling,,Prostate Surgery,,Zone 3,Cape Breton Regional,2017,3,21,55,48,136
2017_q1,,Gallbladder Surgery,,Zone 3,Glace Bay,2017,1,,,21,79
12month_rolling,Obstetrics/Gynaecology,Removal of Ovaries and/or Fallopian Tubes  (Cancer Not Suspected),"Bentley, James R",,,,,15,24,50,54
12month_rolling,Thoracic Surgery,Esophagectomy / Esophageal Surgery,"Mujoomdar, Aneil Arvind",,,,,19,20,25,41
2016_q2,,Bowel Resection - Laparoscopic,,Zone 4,QE2,2016,2,16,64,27,98
2017_q2,,Shoulder Arthroplasty,,Total,Provincial,2017,2,62,335,179,387
12month_rolling,Obstetrics/Gynaecology,All,"Parish, Barbara M",,,,,49,200,51,154
2015_q2,,Colorectal Cancer Surgery,,Zone 1,Yarmouth Regional,2015,2,,,27,51
12month_rolling,,Cystoscopy,,Zone 3,Cape Breton Regional,2017,3,15,92,20,120
2016_q2,,Gallbladder Surgery,,Zone 4,QE2,2016,2,34,489,37,101
2016_q2,,Aesthetic Surgery,,Total,Provincial,2016,2,60,274,77,315
12month_rolling,Obstetrics/Gynaecology,Hysterectomy  (Cancer Not Suspected),"Nee, Brigid",,,,,44,86,122,175
2015_q4,,Gastrointestinal Tract Surgery,,Zone 1,South Shore Regional,2015,4,13,53,23,36
2015_q4,,Ear Tubes  (Pediatric),,Total,Provincial,2015,4,45,210,41,102
2015_q3,,Kidney Stone Surgery,,Zone 3,Cape Breton Regional,2015,3,,,59,238
2017_q2,,Bladder Cancer Surgery,,Zone 3,Northside General,2017,2,,,36,78
2015_q4,,Gallbladder Surgery,,Zone 4,QE2,2015,4,28,131,36,177
2016_q1,,Septoplasty,,Zone 4,Dartmouth General,2016,1,127,245,123,205
2015_q4,,Breast Reconstruction,,Total,Provincial,2015,4,296,981,63,291
2017_q1,,Cystoscopy,,Zone 4,Dartmouth General,2017,1,29,73,49,113
2016_q2,,Kidney / Upper Urinary Tract,,Zone 3,Cape Breton Regional,2016,2,,,41,97
12month_rolling,Oral Maxillofacial,Dental Extractions and Restorations  (Adult),"Bourget, Louis",,,,,26,98,24,52
12month_rolling,Thoracic Surgery,Lung Surgery,"Plourde, Madelaine M",,,,,42,83,41,73
2016_q3,,Shoulder Arthroscopy,,Zone 4,Dartmouth General,2016,3,55,206,64,176
2017_q2,,Lacrimal Duct Probing,,Total,Provincial,2017,2,,,81,337
12month_rolling,General Surgery,Hernia Repair - Incisional,"Alawashez, Abdulrahim S",,,,,11,64,78,108
2016_q3,,Hernia Repair - Ventral,,Total,Provincial,2016,3,24,98,75,127
3month_rolling,,Colorectal Cancer Surgery,,Zone 2,Cumberland Regional,2017,3,,,10,17
12month_rolling,Oral Maxillofacial,Maxillofacial Deformity Surgery,"Brady, James",,,,,105,132,146,363
12month_rolling,,Osteotomy,,IWK,IWK,2017,3,78,200,68,167
2016_q4,,Gallbladder Surgery,,Zone 2,Colchester East Hants Health Centre,2016,4,20,62,49,100
2015_q3,,Functional Endoscopic Sinus Surgery (FESS),,Total,Provincial,2015,3,45,239,93,333
12month_rolling,Urology,Prostate Cancer Surgery,"Puthenparumpil, Jacob",,,,,54,54,75,90
2016_q1,,ERCP,,Zone 3,Cape Breton Regional,2016,1,,,8,15
2016_q1,,Hernia Repair  (Pediatric),,IWK,IWK,2016,1,6,32,63,143
2017_q2,,Thyroid or Parathyroid Surgery,,Zone 2,Cumberland Regional,2017,2,58,101,62,144
2016_q3,,Palmar Fascia Excision for Dupuytren's Disease,,Total,Provincial,2016,3,31,372,48,342
2015_q4,,Endometrial Ablation,,Zone 3,Cape Breton Regional,2015,4,,,28,47
12month_rolling,Ophthalmology,Glaucoma (Eye Pressure Lowering Surgery),"Nicolela, Marcelo",,,,,38,167,20,65
12month_rolling,General Surgery,Gastrointestinal Tract Surgery - Laparoscopic,"O'Malley, Vincent",,,,,11,18,24,38
2016_q3,,Strabismus Surgery  (Adult),,Total,Provincial,2016,3,539,728,202,316
12month_rolling,General Surgery,Splenic Surgery,"Klassen, Dennis R",,,,,11,26,31,61
2015_q3,,ERCP,,Zone 3,Cape Breton Regional,2015,3,,,5,16
2016_q1,,Hernia Repair  (Adult),,Zone 3,Glace Bay,2016,1,88,256,95,115
12month_rolling,Otolaryngology (ENT),All,"Dempsey, Ian M",,,,,112,368,76,253
2015_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 1,South Shore Regional,2015,3,14,31,60,84
12month_rolling,General Surgery,Hernia Repair - Laparoscopic Incisional,"Murphy, Christopher",,,,,10,25,62,83
2015_q2,,Nissen Fundoplication - Laparoscopic,,Zone 4,QE2,2015,2,72,403,192,552
2016_q2,,Bowel Resection - Laparoscopic,,Total,Provincial,2016,2,21,69,26,69
2016_q4,,Ear Tubes  (Pediatric),,Zone 1,Valley Regional,2016,4,52,98,52,246
2017_q2,,Cardiovascular Surgery,,Zone 4,QE2,2017,2,,,13,59
12month_rolling,Orthopaedic,All,"Sequeira, Stanislaus",,,,,123,560,267,554
12month_rolling,Orthopaedic,Patella Surgery,"O'Brien, David A",,,,,367,367,92,165
2016_q2,,Palmar Fascia Excision for Dupuytren's Disease,,Zone 4,QE2,2016,2,48,113,35,215
2015_q4,,Knee Replacement,,Zone 2,Aberdeen Hospital,2015,4,124,282,339,534
2015_q3,,Tonsillectomy and/or Adenoidectomy  (Pediatric),,Zone 3,Cape Breton Regional,2015,3,,,68,307
12month_rolling,Obstetrics/Gynaecology,Hysteroscopy,"Pierce, Marianne",,,,,36,150,40,141
2015_q3,,Gallbladder Surgery,,Zone 3,St. Marthas Regional,2015,3,34,140,50,143
2016_q1,,Male Reproductive System Surgery,,Total,Provincial,2016,1,58,128,69,264
2015_q2,,Hernia Repair - Incisional,,Zone 2,Colchester East Hants Health Centre,2015,2,29,98,63,139
12month_rolling,Plastic Surgery,Hand / Upper Extremity,"Bezuhly, Michael",,,,,75,183,176,305
2015_q3,,Knee Scope,,Zone 1,Yarmouth Regional,2015,3,182,267,99,147
12month_rolling,,Hip Arthroscopy,,Zone 4,Dartmouth General,2017,3,83,262,94,262
12month_rolling,General Surgery,Bowel Resection - Open,"Redwan, Hani",,,,,20,42,15,85
2016_q3,,Male Circumcision  (Adult),,Zone 3,Cape Breton Regional,2016,3,,,36,41
12month_rolling,Urology,Female Incontinence Surgery,"Puthenparumpil, Jacob",,,,,40,51,73,94
2017_q2,,Knee Scope,,Zone 2,Aberdeen Hospital,2017,2,86,437,60,126
12month_rolling,Orthopaedic,Knee Scope,"Reardon, Gerald P",,,,,58,89,162,242
2016_q2,,Endometrial Ablation,,Zone 4,Dartmouth General,2016,2,,,35,81
12month_rolling,Obstetrics/Gynaecology,All,"Okuboyejo, Fazil",,,,,22,50,24,42
2017_q2,,Pelvic Floor Repair,,Zone 2,Colchester East Hants Health Centre,2017,2,45,64,,
2016_q2,,Knee Scope with ACL Repair,,Zone 4,Dartmouth General,2016,2,23,105,83,167
2017_q1,,Dental Extractions and Restorations  (Adult),,Zone 1,Valley Regional,2017,1,43,57,82,97
2016_q2,,Male Reproductive System Surgery,,Zone 2,Colchester East Hants Health Centre,2016,2,71,99,128,366
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Yaffe, Paul",,,,,10,15,31,44
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Murphy, Christopher",,,,,49,104,53,129
2016_q4,,Male Reproductive System Surgery,,IWK,IWK,2016,4,35,59,85,227
2016_q1,,Knee Scope,,Zone 3,Cape Breton Regional,2016,1,45,136,29,134
2016_q3,,Hernia Repair - Incisional,,Total,Provincial,2016,3,37,165,77,187
2017_q1,,Hernia Repair - Inguinal/Femoral,,Zone 1,Valley Regional,2017,1,21,64,36,181
2017_q2,,Gastric Surgery - Laparoscopic,,Zone 4,QE2,2017,2,38,212,139,349
2015_q4,,Male Reproductive System Surgery,,Zone 3,Inverness Consolidated Memorial,2015,4,29,62,26,45
12month_rolling,General Surgery,Insertion Vascular Access Catheter,"Romao, Rodrigo Luiz",,,,,,,30,64
2016_q4,,Surgery for Hearing or Balance Problems of the Ear,,Total,Provincial,2016,4,56,271,48,203
2016_q2,,Gallbladder Surgery,,Zone 2,Aberdeen Hospital,2016,2,20,128,46,131
3month_rolling,,Melanoma Excision,,Total,Provincial,2017,3,8,49,17,47
2016_q1,,Knee Scope,,Total,Provincial,2016,1,70,265,86,285
3month_rolling,,Functional Endoscopic Sinus Surgery (FESS),,Zone 4,Dartmouth General,2017,3,76,356,78,293
2015_q2,,Colorectal Cancer Surgery,,Zone 4,QE2,2015,2,14,43,32,61
2015_q4,,Cataract Surgery,,Zone 2,Cumberland Regional,2015,4,25,62,32,66
12month_rolling,General Surgery,Kidney / Upper Urinary Tract,"Romao, Rodrigo Luiz",,,,,54,73,117,197
12month_rolling,Obstetrics/Gynaecology,Tubal Ligation,"Coolen, Anna",,,,,188,291,48,76
12month_rolling,,Hernia Repair - Umbilical,,Zone 4,Dartmouth General,2017,3,121,218,99,230
2016_q4,,Hemorrhoidectomy,,Total,Provincial,2016,4,74,216,104,176
2016_q4,,Bariatric Surgery (for Weight Loss),,Total,Provincial,2016,4,1720,2474,35,104
2016_q3,,Knee Scope,,Total,Provincial,2016,3,71,256,80,290
12month_rolling,General Surgery,Hernia Repair - Umbilical,"Klassen, Dennis R",,,,,111,167,84,185
2017_q1,,Hernia Repair - Inguinal/Femoral,,Zone 4,QE2,2017,1,76,161,67,110
3month_rolling,,Colorectal Cancer Surgery,,Zone 1,Valley Regional,2017,3,,,33,55
2016_q1,,Hernia Repair  (Adult),,Zone 4,QE2,2016,1,45,155,84,162
12month_rolling,,AV Fistula Creation/Closure,,Zone 1,Valley Regional,2017,3,38,66,39,76
2015_q2,,Male Reproductive System Surgery,,IWK,IWK,2015,2,71,164,101,227
12month_rolling,General Surgery,All,"Watson-Jessome, Jane",,,,,44,142,35,103
2016_q4,,Shoulder Arthroscopy,,Total,Provincial,2016,4,47,158,82,351
12month_rolling,General Surgery,Gastrointestinal Tract Surgery,"Klassen, Dennis R",,,,,51,113,25,43
2015_q4,,Carotid Endarterectomy,,Total,Provincial,2015,4,,,29,100
12month_rolling,,Gastrointestinal Tract Surgery - Laparoscopic,,Total,Provincial,2017,3,17,75,26,78
2015_q2,,Bladder Cancer Surgery,,Zone 4,QE2,2015,2,15,91,22,68
2015_q2,,Tendon / Ligament Repair,,Zone 3,New Waterford,2015,2,96,204,31,80
3month_rolling,,Hysterectomy  (Cancer Not Suspected),,Zone 4,Dartmouth General,2017,3,59,112,125,186
2017_q1,,Dental Extractions and Restorations  (Pediatric),,IWK,IWK,2017,1,245,517,101,203
2016_q2,,Dental Extractions and Restorations  (Pediatric),,Total,Provincial,2016,2,30,269,89,316
2016_q4,,Shoulder Surgery,,Zone 1,Valley Regional,2016,4,142,280,217,538
12month_rolling,,Bladder Surgery,,Zone 3,Cape Breton Regional,2017,3,12,54,28,55
2016_q4,,Hernia Repair  (Adult),,Zone 4,Dartmouth General,2016,4,120,178,105,230
2017_q1,,Strabismus Surgery  (Adult),,Zone 4,QE2,2017,1,367,763,236,392
2016_q3,,Hernia Repair - Inguinal/Femoral,,Zone 3,Cape Breton Regional,2016,3,105,477,25,151
12month_rolling,,Lymph Node Biopsy,,Zone 2,Cumberland Regional,2017,3,,,15,26
12month_rolling,Orthopaedic,All,"Wong, Ivan",,,,,104,381,189,844
3month_rolling,,Knee Scope,,Total,Provincial,2017,3,81,408,64,253
2015_q4,,Foot - Arthrodesis,,Total,Provincial,2015,4,56,360,144,319
2016_q3,,Ear Tubes  (Adult),,Zone 1,Valley Regional,2016,3,19,82,43,95
12month_rolling,Neurosurgery,Back Surgery  (Adult),"Pickett, Gwynedd",,,,,68,133,46,69
2016_q3,,Cervical Spine (Neck) Surgery,,Zone 4,QE2,2016,3,49,158,56,178
2015_q3,,Hernia Repair - Laparoscopic Inguinal Femoral,,Zone 4,QE2,2015,3,44,126,,
2016_q1,,Pilonidal Cyst Surgery,,Total,Provincial,2016,1,58,177,75,184
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Kenyon, Chris",,,,,13,24,27,50
2017_q2,,Endometrial Ablation,,Total,Provincial,2017,2,47,216,50,158
12month_rolling,General Surgery,Hernia Repair  (Adult),"McGibney, Kieron",,,,,21,66,71,149
12month_rolling,General Surgery,Bowel Resection - Laparoscopic,"Klassen, Dennis R",,,,,12,14,20,33
2015_q3,,Hysterectomy  (Cancer Not Suspected),,Zone 3,St. Marthas Regional,2015,3,65,224,175,276
12month_rolling,General Surgery,Colorectal Cancer Surgery,"Wasserman, Lukas",,,,,21,50,26,45
12month_rolling,Urology,Prostatectomy,"Rendon, Ricardo",,,,,7,21,72,139
12month_rolling,Orthopaedic,Hip Arthroscopy,"Logan, Karl John",,,,,104,112,148,186
2017_q2,,Knee Scope,,Zone 4,QE2,2017,2,57,174,112,274
2016_q1,,Hernia Repair  (Adult),,Zone 1,South Shore Regional,2016,1,20,118,32,65
12month_rolling,Otolaryngology (ENT),Sinus Surgery,"MacDonald, Joseph Gerard",,,,,3,8,14,73
3month_rolling,,Breast Reconstruction,,Zone 4,QE2,2017,3,24,470,60,517
2016_q1,,Shoulder Arthroplasty,,Total,Provincial,2016,1,54,226,255,461
2016_q4,,Ankle - Arthroscopy,,Total,Provincial,2016,4,59,352,60,178
12month_rolling,Urology,Bladder Cancer Surgery,"Puthenparumpil, Jacob",,,,,29,65,45,69
12month_rolling,Urology,Kidney / Upper Urinary Tract,"MacLellan, Dawn",,,,,35,79,138,243
12month_rolling,Otolaryngology (ENT),Thyroid or Parathyroid Surgery,"Taylor, S. Mark",,,,,12,42,137,700
12month_rolling,Urology,Male Circumcision  (Adult),"O'Malley, Padraic",,,,,65,132,40,176
12month_rolling,,Manipulation of Extremity,,Zone 1,Valley Regional,2017,3,,,34,55
2016_q3,,Dental Extractions and Restorations  (Adult),,Zone 3,New Waterford,2016,3,,,177,382
3month_rolling,,Knee Replacement,,Zone 2,Aberdeen Hospital,2017,3,120,534,212,449
2016_q2,,Maxillofacial Deformity Surgery,,Total,Provincial,2016,2,84,180,69,349
2017_q2,,Carpal Tunnel Surgery,,Zone 1,Valley Regional,2017,2,84,219,98,372
2016_q3,,Thyroid or Parathyroid Surgery,,Zone 3,Cape Breton Regional,2016,3,,,30,174
12month_rolling,General Surgery,Bowel Resection,"Stoddart, Todd",,,,,33,136,17,36
12month_rolling,Orthopaedic,Thoroscopy / Pleuroscopy,"El-Hawary, Rany",,,,,20,22,129,355
12month_rolling,Orthopaedic,Back Surgery  (Adult),"Glennie, Raymond Andrew",,,,,105,227,106,185
12month_rolling,Otolaryngology (ENT),Head and Neck Surgery,"Curry, Philip L",,,,,204,400,58,337
2016_q1,,Prostatectomy,,Zone 4,QE2,2016,1,20,103,40,101
12month_rolling,General Surgery,All,"Davies, Dafydd Alexander",,,,,18,59,61,148
12month_rolling,,Surgery for Hearing or Balance Problems of the Ear,,Zone 2,Cumberland Regional,2017,3,35,150,38,84
2015_q2,,Nerve Surgery,,Total,Provincial,2015,2,10,111,23,142
12month_rolling,Orthopaedic,Hip Replacement,"O'Neill, Michelle E",,,,,106,161,120,265
2015_q2,,Cataract Surgery,,Zone 2,Colchester East Hants Health Centre,2015,2,37,79,77,166
2016_q1,,Lacrimal Duct Probing,,Total,Provincial,2016,1,,,73,194
2015_q3,,Dental Extractions and Restorations  (Adult),,Zone 4,Dartmouth General,2015,3,14,34,64,134
2015_q2,,Surgery for Hearing or Balance Problems of the Ear,,Zone 4,Dartmouth General,2015,2,142,350,87,177
12month_rolling,General Surgery,Bowel Resection,"Wasilewski, Leszek J",,,,,30,33,40,67
12month_rolling,Orthopaedic,Knee Replacement Revision,"Leighton, Ross K",,,,,44,54,84,260
12month_rolling,Orthopaedic,Carpal Tunnel Surgery,"Trenholm, J Andrew I",,,,,136,163,149,216
12month_rolling,Orthopaedic,Osteotomy,"Orlik, Benjamin",,,,,52,78,35,97
2015_q2,,Male Reproductive System Surgery,,Zone 4,Dartmouth General,2015,2,45,84,57,132
2015_q3,,Kidney Removal,,Zone 1,Valley Regional,2015,3,,,56,59
2015_q2,,Aesthetic Surgery,,Total,Provincial,2015,2,48,196,29,188
2016_q4,,Kidney / Upper Urinary Tract,,Total,Provincial,2016,4,11,59,41,105
2015_q3,,Cardiovascular Surgery,,Zone 4,QE2,2015,3,,,19,92
2017_q2,,Endometrial Ablation,,Zone 3,Northside General,2017,2,34,97,75,84
12month_rolling,General Surgery,Bowel Resection,"Yaffe, Paul",,,,,15,31,42,182
12month_rolling,,Knee Replacement - Partial,,Total,Provincial,2017,3,114,463,172,499
12month_rolling,Dental,All,"Anderson, Ross",,,,,212,506,93,276
12month_rolling,Plastic Surgery,Melanoma Excision,"LeBlanc, Martin",,,,,11,14,14,20
2016_q1,,Cystoscopy,,Zone 4,Dartmouth General,2016,1,47,163,49,162
2016_q3,,Septoplasty,,Total,Provincial,2016,3,68,231,82,234
2015_q3,,Ear Tubes  (Pediatric),,Zone 3,Cape Breton Regional,2015,3,68,100,25,83
